job_title,company_name,location,start_date,ctc,experience,posted,skills_required
Business Head,Aube Maison,"Thane, Navi Mumbai",Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5 years,3 weeks ago,"['MS Office', 'Teamwork', 'Time Management']"
Front End Developer,Bharat Tech Labs,Surat,Starts Immediately,"₹ 3,00,000 - 4,20,000",0-2 years,3 weeks ago,"['Communication', 'MS Office', 'Time Management']"
Social Media Manager,Corcus Studio LLP,Patna,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2 years,3 weeks ago,"['Teamwork', 'Time Management', 'MS Office']"
Junior WordPress Developer,The HR Mindset Corporate Service Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['MS Office', 'Communication', 'Time Management']"
Financial Analyst,IRaise Management Consultants Private Limited,Chennai,Starts Immediately,"₹ 2,75,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Time Management']"
PHP Developer,Zimeshare Technologies (OPC) Private Limited,Delhi,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2 years,3 weeks ago,"['Time Management', 'MS Office', 'Communication']"
Social Media Manager,Jupiter Meta,Hyderabad,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['Teamwork', 'Communication', 'MS Office']"
Front End Developer,Alemeno,Work from home,Starts Immediately,"₹ 7,50,000",0-5 years,3 weeks ago,"['MS Office', 'Time Management', 'Communication']"
Human Resources (HR) Executive,The HR Mindset Corporate Service Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['Teamwork', 'MS Office', 'Time Management']"
Manager - Administration And Hospitality,Himalayan School Of Traditional Martial Arts & Therapies,Bangalore,Starts Immediately,"₹ 2,80,000 - 3,00,000",0-2 years,3 weeks ago,"['Time Management', 'Teamwork', 'Communication']"
Software Engineer Trainee,ITrend Solution,Chennai,Starts Immediately,"₹ 2,50,000",0-2 years,3 weeks ago,"['MS Office', 'Time Management', 'Communication']"
Business Development Associate,Franchise Trade LLP,"Delhi, Faridabad",Starts Immediately,"₹ 2,00,000 - 3,60,000",0-2 years,3 weeks ago,"['Communication', 'Excel', 'Market Research']"
Junior Corporate Sales Manager,GLYPHS CCE LLP,Pune,Starts Immediately,"₹ 2,00,000",0-2 years,3 weeks ago,"['Sales Strategy', 'CRM', 'B2B Sales']"
Junior Travel & Tourism Executive,Ayagya Holidays Private Limited,Delhi,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['MS Office', 'Communication', 'Time Management']"
SEO Excutive,Homezist Paint And Decor LLP,Noida,Starts Immediately,"₹ 2,00,000 - 3,50,000",0-2 years,3 weeks ago,"['MS Office', 'Communication', 'Time Management']"
Mutual Fund Research Trainee,Fintune,Pune,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2 years,3 weeks ago,"['Teamwork', 'Time Management', 'MS Office']"
Retail Sales Manager,Monica Arora,Mumbai,Starts Immediately,"₹ 4,00,000 - 7,00,000",0-5 years,3 weeks ago,"['Teamwork', 'Communication', 'Time Management']"
Human Resources (HR) Associate,Exxence Digital India Private Limited,"Noida, Delhi, Faridabad",Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['MS Office', 'Communication', 'Time Management']"
Customer Success Specialist,Deskera Systems India Private Limited,Bangalore,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['Time Management', 'MS Office', 'Communication']"
Recruiter,Zyvka Global Services,Noida,Starts Immediately,"₹ 2,16,000 - 3,00,000",0-2 years,3 weeks ago,"['Time Management', 'Communication', 'Teamwork']"
Senior Web Developer,Rozgar.com,Noida,Starts Immediately,"₹ 4,00,000 - 5,00,000",0-5 years,3 weeks ago,"['Time Management', 'Communication', 'MS Office']"
Sales Associate,KRM Landbase Private Limited,Gurgaon,Starts Immediately,"₹ 4,00,000 - 6,00,000",0-5 years,3 weeks ago,"['MS Office', 'Time Management', 'Teamwork']"
Marketing Executive,Metafore Castings Private Limited,Valsad,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['Canva', 'Content Writing', 'SEO']"
Talent Acquisition Manager,Expanse Digital,Mumbai,Starts Immediately,"₹ 3,00,000 - 4,80,000",0-2 years,3 weeks ago,"['Communication', 'MS Office', 'Teamwork']"
Junior Product Manager,Mavalore Infotech,Noida,Starts Immediately,"₹ 2,40,000 - 5,00,000",0-5 years,3 weeks ago,"['Time Management', 'Teamwork', 'Communication']"
Accounts Executive,Nikunj Agrawal,Pithampur,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,3 weeks ago,"['Communication', 'Teamwork', 'Time Management']"
3D Designer,UrbanCrafts,"Delhi, Noida",Starts Immediately,"₹ 3,00,000 - 4,00,000",0-2 years,3 weeks ago,"['Teamwork', 'Time Management', 'Communication']"
Legal Associate,Wisdom Legal,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,00,001",0-2 years,3 weeks ago,"['Communication', 'MS Office', 'Time Management']"
Junior Social Media Marketing Executive,AONE SEO Service,Ahmedabad,Starts Immediately,"₹ 2,00,000",0-2 years,3 weeks ago,"['Google Ads', 'Canva', 'Content Writing']"
Admission Counselor,UpGrad,"Bangalore, Hyderabad",Starts Immediately,"₹ 4,00,000 - 5,00,000",0-5 years,3 weeks ago,"['MS Office', 'Communication', 'Time Management']"
Telecaller,Beyond Salon,Mumbai,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,3 weeks ago,"['MS Office', 'Communication', 'Teamwork']"
Junior Graphic Designer,3rd Wave Media,"Chennai, Delhi, Hyderabad, Mumbai",Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,3 weeks ago,"['Teamwork', 'MS Office', 'Time Management']"
Client Acquisition Executive,myfollo,Gurgaon,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['MS Office', 'Communication', 'Teamwork']"
Business Development Executive,ITIO Innovex Private Limited,Ghaziabad,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,3 weeks ago,"['Excel', 'Market Research', 'Pitching']"
Collection Field Executive,CredResolve (Credhas Technology Private Limited),Work from home,Starts Immediately,"₹ 2,00,000 - 2,00,001",0-2 years,3 weeks ago,"['Teamwork', 'MS Office', 'Time Management']"
Office Assistant Cum Receptionist,IDT Laws Practice,Delhi,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,3 weeks ago,"['Communication', 'Teamwork', 'Time Management']"
Invoice Analyst - Contract,Archetype,Hyderabad,Starts Immediately,"₹ 2,00,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Communication']"
Accessories Designer,Nomada,Mumbai,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2 years,3 weeks ago,"['Time Management', 'Communication', 'MS Office']"
Sales & Marketing Executive,Navkar Realtors,Mumbai,Starts Immediately,"₹ 5,40,000 - 1,17,50,000",0-5 years,3 weeks ago,"['SEO', 'Canva', 'Social Media']"
Chat Support Executive,Skillbee,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['Teamwork', 'Communication', 'Time Management']"
Secondary Research Analyst,GNA Energy,Gurgaon,Starts Immediately,"₹ 4,00,000 - 6,00,000",0-5 years,3 weeks ago,"['Time Management', 'Communication', 'MS Office']"
Interior Designer,RG DZINE,"Delhi, Kolkata, Mumbai",Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,3 weeks ago,"['Time Management', 'MS Office', 'Communication']"
Front End Developer,Tech Maadhyam,Work from home,Starts Immediately,"₹ 3,50,000 - 5,00,000",0-5 years,3 weeks ago,"['Time Management', 'MS Office', 'Communication']"
Corporate Sales Executive,PIN IT UP,Delhi,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2 years,3 weeks ago,"['MS Excel', 'Negotiation', 'CRM']"
Campus Recruiter,Upskillz,Jaipur,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['Teamwork', 'Communication', 'MS Office']"
Motion Graphic Designer,Marktecons,Work from home,Starts Immediately,"₹ 2,00,000 - 4,80,000",0-2 years,3 weeks ago,"['MS Office', 'Communication', 'Teamwork']"
Business Development Executive,Satyukt Analytics Private Limited,Bangalore,Starts Immediately,"₹ 3,50,000 - 6,00,000",0-5 years,3 weeks ago,"['Excel', 'Market Research', 'Communication']"
Assistant Investment Research,FinAce Infosolution LLP,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['Communication', 'Teamwork', 'MS Office']"
Business Development Associate,BYJU'S,"Bangalore, Visakhapatnam, Hyderabad, Vijayawada",Starts Immediately,"₹ 7,00,000 - 8,00,000",0-5 years,3 weeks ago,"['Excel', 'Market Research', 'Pitching']"
Sales Support Associate,MiM-Essay,Delhi,Starts Immediately,"₹ 3,00,000 - 4,00,000",0-2 years,3 weeks ago,"['Communication', 'Teamwork', 'MS Office']"
Administration Associate,Paxal Chemical Industry Private Limited,Bangalore,Starts Immediately,"₹ 2,00,000",0-2 years,3 weeks ago,"['Time Management', 'MS Office', 'Communication']"
Ad Designer,Marketing Lab,Kolkata,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Time Management']"
Fashion Social Media Content Creator,Shamoor Private Limited,Delhi,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Time Management']"
Sales Executive,Sterlyn Silver Jewelry,Work from home,Starts Immediately,"₹ 2,50,000 - 3,00,000",0-2 years,3 weeks ago,"['CRM', 'Lead Generation', 'MS Excel']"
Junior Marketing Manager,APWIG Media Consultancy,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,3 weeks ago,"['Time Management', 'MS Office', 'Teamwork']"
Business Development Assistant,BlueGenes Research,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['Pitching', 'Excel', 'Negotiation']"
Associate Recruiter,RPXL Solutions,Delhi,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Time Management']"
Junior Social Media Marketing Executive,Team Variance,Delhi,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['SEO', 'Social Media', 'Canva']"
Graphic Designer,Team Variance,Noida,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['Time Management', 'Teamwork', 'MS Office']"
Video Editor,Nspiresoft LLP,Pune,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2 years,3 weeks ago,"['Time Management', 'Teamwork', 'MS Office']"
Junior Telecaller,ARV Shipping And Logistics,Delhi,Starts Immediately,"₹ 2,00,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Communication']"
Field Sales Executive,ASR Auto Sales - Mahindra Construction Equipment,"Kaithal, Jind, Kurukshetra, Sonipat, Sirsa, Yamuna Nagar, Fatehabad, Safidon, Charkhi Dadri, Hisar, Panipat, Bhiwani, Jhajhar, Rohtak, Karnal",Starts Immediately,"₹ 2,64,000 - 3,00,000",0-2 years,3 weeks ago,"['CRM', 'Salesforce', 'Lead Generation']"
Copywriter,Addictive Media,Work from home,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2 years,3 weeks ago,"['Communication', 'MS Office', 'Teamwork']"
Healthcare - Business Development (Part Time),Avanzar Health,Work from home,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2 years,3 weeks ago,"['Negotiation', 'Excel', 'Pitching']"
Marketing Executive,Rydeu Logistics UG,Work from home,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2 years,3 weeks ago,"['Social Media', 'Google Ads', 'Content Writing']"
Human Resources (HR) Executive,Leap Room,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2 years,3 weeks ago,"['Teamwork', 'MS Office', 'Communication']"
Business Development Executive,Leap Room,Mumbai,Starts Immediately,"₹ 3,60,000 - 4,80,000",0-2 years,3 weeks ago,"['Excel', 'Communication', 'Market Research']"
Dot Net Developer,Techdome Solutions Private Limited,Indore,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,3 weeks ago,"['Communication', 'MS Office', 'Time Management']"
Brand Partnerships Associate,Confluencr,Bangalore,Starts Immediately,"₹ 4,00,000 - 6,00,000",0-5 years,3 weeks ago,"['Time Management', 'MS Office', 'Teamwork']"
Content Writing,Techdome Solutions Private Limited,Indore,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Time Management']"
Operations Associate,Aweri Foods,Delhi,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2 years,3 weeks ago,"['Communication', 'MS Office', 'Time Management']"
Talent Acquisition Lead,The Dollar Business,Hyderabad,Starts Immediately,"₹ 10,00,000 - 12,00,000",0-5 years,3 weeks ago,"['Communication', 'Time Management', 'MS Office']"
Associate Front End Developer,EazyDraft,Bangalore,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2 years,3 weeks ago,"['Time Management', 'Communication', 'Teamwork']"
Junior Recruiter,Aventure Corporate Solution,Delhi,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['Time Management', 'Communication', 'MS Office']"
Business Development Executive,DevTown,Bangalore,Starts Immediately,"₹ 2,50,000 - 4,00,000",0-2 years,3 weeks ago,"['Market Research', 'Negotiation', 'Communication']"
Junior Social Media Marketing Specialist,Onnyx Electronisys Private Limited,"Noida, Delhi, Gurgaon",Starts Immediately,"₹ 2,00,000",0-2 years,3 weeks ago,"['Time Management', 'MS Office', 'Teamwork']"
AI Tools Specialist,Avorise Tech Solutions,Work from home,Starts Immediately,"₹ 2,00,000 - 5,00,000",0-5 years,3 weeks ago,"['MS Office', 'Teamwork', 'Time Management']"
Software Engineer - Frontend,CodeHall Technologies,Bangalore,Starts Immediately,"₹ 5,00,000 - 6,00,000",0-5 years,3 weeks ago,"['Time Management', 'MS Office', 'Communication']"
Front End Developer,AgSpert Technologies Private Limited,Work from home,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['Communication', 'MS Office', 'Time Management']"
Business Development Trainee,Upprcas3 Elements Private Limited,Mumbai,Starts Immediately,"₹ 3,00,000 - 4,00,000",0-2 years,3 weeks ago,"['Communication', 'Excel', 'Market Research']"
Print Designer,Clothwari Printing Private Limited,"Bangalore, Delhi, Surat",Starts Immediately,"₹ 2,00,000 - 5,00,000",0-5 years,3 weeks ago,"['Communication', 'Time Management', 'MS Office']"
Junior Social Media Marketing Specialist,AseemShakti Enablers,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Communication']"
Graphic Designer,Symphony Limited,Ahmedabad,Starts Immediately,"₹ 3,00,000 - 6,00,000",0-5 years,3 weeks ago,"['MS Office', 'Communication', 'Teamwork']"
Digital Marketing Executive,Learn2Read,Work from home,Starts Immediately,"₹ 3,00,000 - 3,60,000",0-2 years,3 weeks ago,"['Google Ads', 'Social Media', 'SEO']"
Senior DevOps Engineer,Texple,Mumbai,Starts Immediately,"₹ 10,00,000 - 18,00,000",0-5 years,3 weeks ago,"['Time Management', 'MS Office', 'Communication']"
Business Development Associate,Playto Labs,Bangalore,Starts Immediately,"₹ 2,50,000 - 3,00,000",0-2 years,3 weeks ago,"['Negotiation', 'Pitching', 'Market Research']"
Backend Operations Executive,T Trikon,"Mumbai, Thane",Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2 years,3 weeks ago,"['Time Management', 'Teamwork', 'Communication']"
Floor Staff,Greenr Cafe,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2 years,3 weeks ago,"['Time Management', 'Teamwork', 'Communication']"
Article Extraction Executive,PageSuite India Private Limited,Pune,Starts Immediately,"₹ 2,75,000 - 3,25,000",0-2 years,3 weeks ago,"['Communication', 'Time Management', 'Teamwork']"
Customer Success Analyst,Classcard,Work from home,Starts Immediately,"₹ 2,40,000 - 3,60,000",0-2 years,3 weeks ago,"['Teamwork', 'MS Office', 'Time Management']"
Content Writer,Light Up Lifestyle Private Limited,Delhi,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Time Management']"
Application Consultant-ERP,Greytrix India Private Limited,"Navi Mumbai, Gurgaon, Bangalore, Chennai",Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['Communication', 'Time Management', 'MS Office']"
Digital Marketing Associate,MagTapp Technologies Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,3 weeks ago,"['MS Office', 'Time Management', 'Communication']"
Content Editor,BPB Publication,Delhi,Starts Immediately,"₹ 3,00,000 - 4,00,000",0-2 years,3 weeks ago,"['Communication', 'Time Management', 'MS Office']"
Retail Sales Associate Trainer,Nav Bharat Nirman Foundation,"Sipahijala, East Singhbhum",Starts Immediately,"₹ 2,00,000",0-2 years,3 weeks ago,"['Teaching', 'Presentation', 'Communication']"
Front Office Executive,Happy Vacations Tours & Travels,Vijayawada,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['Time Management', 'Teamwork', 'Communication']"
Accountant,Acrymold,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,16,000",0-2 years,3 weeks ago,"['Time Management', 'Teamwork', 'MS Office']"
Administration Executive,Grape Events Private Limited,Work from home,Starts Immediately,"₹ 2,50,000 - 2,75,000",0-2 years,3 weeks ago,"['Teamwork', 'Time Management', 'MS Office']"
Content Writer,Orange Astro Services LLP,Noida,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2 years,3 weeks ago,"['Communication', 'Time Management', 'MS Office']"
Business Development Executive,Entertainment Quotient,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,3 weeks ago,"['Pitching', 'Communication', 'Excel']"
Data Entry Executive,Nest Academy Of Management Education,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['Time Management', 'MS Office', 'Communication']"
Inside Sales Executive - Fresher,Ono Teas,Navi Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['MS Excel', 'CRM', 'Lead Generation']"
Operations Executive,StartupNews.fyi,Delhi,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2 years,3 weeks ago,"['Teamwork', 'Time Management', 'Communication']"
Junior Social Media Marketing Manager,Ridhi Golechha,Mumbai,Starts Immediately,"₹ 2,00,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Time Management']"
Sales Executive,Ceyone Marketing Private Limited,Bangalore,Starts Immediately,"₹ 3,00,000 - 3,07,000",0-2 years,3 weeks ago,"['Lead Generation', 'CRM', 'Negotiation']"
Process Consultant,Ambit Collective LLP,"Delhi, Gurgaon",Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,3 weeks ago,"['Teamwork', 'Communication', 'MS Office']"
Document Controller,Ecogreen Energy,Gurgaon,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['Communication', 'MS Office', 'Teamwork']"
Junior Software Developer,Innovative Logic Lab,Gurgaon,Starts Immediately,"₹ 2,50,000 - 3,00,000",0-2 years,3 weeks ago,"['Time Management', 'MS Office', 'Teamwork']"
Business Development Associate,Bhash Software Labs Private Limited,Bangalore,Starts Immediately,"₹ 4,00,000 - 5,00,000",0-5 years,3 weeks ago,"['Communication', 'Market Research', 'Negotiation']"
Customer Support Associate,Smallcase,Work from home,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,3 weeks ago,"['Teamwork', 'Time Management', 'MS Office']"
Female Junior Telecaller,Meiyu Chinese Language Centre,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['Teamwork', 'Time Management', 'Communication']"
HR Recruiter,Tristar Management Services Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['MS Office', 'Communication', 'Time Management']"
Store Executive,Karnavati Car Air Conditioners Private Limited,Work from home,Starts Immediately,"₹ 3,00,000 - 3,60,000",0-2 years,3 weeks ago,"['Communication', 'MS Office', 'Time Management']"
Project Coordinator,Viga Entertainment Technology Private Limited,Bangalore,Starts Immediately,"₹ 3,00,000 - 6,00,000",0-5 years,3 weeks ago,"['Teamwork', 'Time Management', 'Communication']"
Accounts Executive,Urban Kala,Delhi,Starts Immediately,"₹ 2,40,000 - 3,60,000",0-2 years,3 weeks ago,"['MS Office', 'Communication', 'Teamwork']"
Graphic Designer,The Sports Gurukul,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['Time Management', 'Communication', 'Teamwork']"
Team Supervisor,Bajaj Allianz Life Insurance Company,Kolkata,Starts Immediately,"₹ 2,00,000 - 3,50,000",0-2 years,3 weeks ago,"['MS Office', 'Time Management', 'Teamwork']"
HR Recruiter,Vaidik EduServices Private Limited,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Communication']"
Associate Video Editor,Amoda By Esha Bhatia,Work from home,Starts Immediately,"₹ 2,00,000",0-2 years,3 weeks ago,"['Time Management', 'Communication', 'MS Office']"
Telecaller,Bechamel Foods Private Limited,Work from home,Starts Immediately,"₹ 2,00,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Time Management']"
Human Resources (HR) Associate,Rbsorting Hat Private Limited,Chennai,Starts Immediately,"₹ 2,00,000",0-2 years,3 weeks ago,"['Communication', 'Time Management', 'Teamwork']"
3D Modeler,Rajusha Productions,Delhi,Starts Immediately,"₹ 4,50,000 - 5,50,000",0-5 years,3 weeks ago,"['Communication', 'Teamwork', 'Time Management']"
Graphic Designer,Ivory,"Mumbai, Bangalore",Starts Immediately,"₹ 3,00,000 - 4,00,000",0-2 years,3 weeks ago,"['Time Management', 'MS Office', 'Teamwork']"
Sales Executive,Clevered,Work from home,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,3 weeks ago,"['Lead Generation', 'MS Excel', 'Salesforce']"
Digital Marketing Executive,ACV Tourism,Noida,Starts Immediately,"₹ 2,00,000 - 2,15,000",0-2 years,3 weeks ago,"['Canva', 'Social Media', 'Content Writing']"
Associate PHP Developer,Drishya Solutions,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,3 weeks ago,"['Communication', 'MS Office', 'Teamwork']"
Content Writer,Pure Vedic Gems Private Limited,Noida,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,3 weeks ago,"['Time Management', 'MS Office', 'Communication']"
Assistant Finance Manager,CODIIS,"Chennai, Bangalore",Starts Immediately,"₹ 5,00,000 - 7,00,000",0-5 years,3 weeks ago,"['Communication', 'Teamwork', 'MS Office']"
Associate Video Editor,Sarkariexam360,Gurgaon,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['Communication', 'Teamwork', 'MS Office']"
Data Entry Manager,Sarkariexam360,Gurgaon,Starts Immediately,"₹ 2,15,000 - 3,00,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Communication']"
Android App Developer,Startoon Labs Private Limited,Hyderabad,Starts Immediately,"₹ 3,00,000 - 4,00,000",0-2 years,3 weeks ago,"['Communication', 'Time Management', 'MS Office']"
Video Editor,Primite Marketing,Gurgaon,Starts Immediately,"₹ 3,20,000 - 5,50,000",0-5 years,3 weeks ago,"['Teamwork', 'MS Office', 'Communication']"
Associate Accountant,Coursenator,Delhi,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,3 weeks ago,"['Communication', 'Teamwork', 'MS Office']"
Business Development Associate,Garniche,Delhi,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['Pitching', 'Communication', 'Excel']"
Data Entry Associate,Autoverse Mobility,Bangalore,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2 years,3 weeks ago,"['MS Office', 'Time Management', 'Communication']"
Sales & Store Management Associate,Trousseau By Sangita,Ahmedabad,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,3 weeks ago,"['Time Management', 'Communication', 'MS Office']"
React Native Developer,Metricoid Technology Solutions Private Limited,"Thane, Panvel, Mumbai, Navi Mumbai, Kalyan, Dombivli",Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['Communication', 'MS Office', 'Teamwork']"
Marketing Executive,Framework Engineering,Valsad,Starts Immediately,"₹ 2,00,000 - 2,00,001",0-2 years,3 weeks ago,"['Canva', 'SEO', 'Content Writing']"
Business Development Executive,Bizjunket,Noida,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['Excel', 'Market Research', 'Negotiation']"
Client Service Executive,Urja Communications Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['Teamwork', 'Time Management', 'Communication']"
Sales And Marketing Associate,Live Smart Solutions Private Limited,Delhi,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['Teamwork', 'MS Office', 'Time Management']"
Junior Social Media Marketing Executive,PIN IT UP,Delhi,Starts Immediately,"₹ 2,00,000 - 2,30,000",0-2 years,3 weeks ago,"['Canva', 'Content Writing', 'SEO']"
Junior Video Editor,Baweja Media,Work from home,Starts Immediately,"₹ 2,40,000",0-2 years,3 weeks ago,"['MS Office', 'Time Management', 'Teamwork']"
Junior Merchandiser,PANACHE EMBROIDERIES,Mumbai,Starts Immediately,"₹ 2,00,000",0-2 years,3 weeks ago,"['Communication', 'Teamwork', 'Time Management']"
Senior Executive - Operations,Flipkart,Bangalore,Starts Immediately,"₹ 4,00,000",0-2 years,3 weeks ago,"['MS Office', 'Communication', 'Time Management']"
Digital Marketing And Technical Content Creation,Nirvato Software Pvt Ltd,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['MS Office', 'Time Management', 'Communication']"
Engineer Trainee,UHP Technologies Private LImited,Bangalore,Starts Immediately,"₹ 3,00,000 - 3,29,000",0-2 years,3 weeks ago,"['Time Management', 'MS Office', 'Communication']"
Executive Assistant (To Coaching Business Lead),AutoInvest Academy,Navi Mumbai,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['Teamwork', 'MS Office', 'Communication']"
Business Development Associate,Brevistay Hospitality Private Limited,"Delhi, Jaipur, Ahemdabad Kasora, Mumbai, Bangalore",Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5 years,3 weeks ago,"['Pitching', 'Negotiation', 'Market Research']"
Travel & Tourism Sales & Operation Executive,GoldenAgers.in (a Unit Of MILPL),Delhi,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['Time Management', 'Communication', 'Teamwork']"
Business Development Associate,Learn4Exam,Work from home,Starts Immediately,"₹ 2,50,000 - 5,00,000",0-5 years,3 weeks ago,"['Excel', 'Communication', 'Negotiation']"
Business Development Executive,Domgys India Services Pvt. Ltd.,Noida,Starts Immediately,"₹ 3,00,000 - 6,00,000",0-5 years,3 weeks ago,"['Market Research', 'Communication', 'Excel']"
Business Coordinator,FIRST/ASSET (FirstCapital),Mumbai,Starts Immediately,"₹ 2,50,000 - 3,00,000",0-2 years,3 weeks ago,"['Communication', 'MS Office', 'Time Management']"
