job_title,company_name,location,start_date,ctc,experience,posted,skills_required
Sales And Marketing Trainee,Softcell Technologies Limited,"Thane, Mumbai",Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,"3 weeks ago


Be an early applicant","['MS Office', 'Time Management', 'Teamwork']"
Associate - Training And Placement,IIDE Education Private Limited,Mumbai,Starts Immediately,"₹ 2,50,000 - 3,00,000",0-2 years,3 weeks ago,"['Communication', 'Teamwork', 'Time Management']"
Direct Telesales Executive,Acme Services,Thane,Starts Immediately,"₹ 2,50,000 - 3,00,000",0-2 years,"3 weeks ago


Be an early applicant","['Negotiation', 'Lead Generation', 'MS Excel']"
Sales Engineer,Vitronics India,Mumbai,Starts Immediately,"₹ 2,40,000 - 2,60,000",0-2 years,"3 weeks ago


Be an early applicant","['MS Office', 'Teamwork', 'Communication']"
Data Management Excitative,Impresio Studio,Noida,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,2 weeks ago,"['MS Office', 'Time Management', 'Communication']"
Marketing Associate,Saroj Education Group,Mumbai,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,"3 weeks ago


Be an early applicant","['Teamwork', 'Communication', 'MS Office']"
Business Development Executive,Saroj Education Group,Mumbai,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,"3 weeks ago


Be an early applicant","['Negotiation', 'Market Research', 'Communication']"
Field Sales Specialist,UrjaBox Power Technologies Private Limited,Delhi,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,"3 weeks ago


Be an early applicant","['MS Office', 'Communication', 'Teamwork']"
Business Development Executive,Franchise Trade LLP,"Faridabad, Delhi, Noida",Starts Immediately,"₹ 2,00,000 - 5,00,000",0-5 years,3 weeks ago,"['Communication', 'Excel', 'Market Research']"
Fashion Stylist,LetsDressUp,Gurgaon,Starts Immediately,"₹ 2,40,000 - 3,50,000",0-2 years,"3 weeks ago


Be an early applicant","['Teamwork', 'Communication', 'Time Management']"
Senior Citizen Club Membership Creator,My Trip To India,Delhi,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,"3 weeks ago


Be an early applicant","['Communication', 'Teamwork', 'Time Management']"
Accounts Executive,Meru Accounting,Ahmedabad,Starts Immediately,"₹ 2,00,000 - 3,98,000",0-2 years,3 weeks ago,"['Communication', 'MS Office', 'Time Management']"
Business Development Associate,Requin Solutions Private Limited,Jaipur,Starts Immediately,"₹ 2,00,000 - 2,30,000",0-2 years,"3 weeks ago


Be an early applicant","['Pitching', 'Market Research', 'Excel']"
Graphic Designer,Kahani By I2c Events,Surat,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,"3 weeks ago


Be an early applicant","['Time Management', 'Communication', 'MS Office']"
Senior Graphic Designer,Dolphin Ad World Private Limited,Mumbai,Starts Immediately,"₹ 3,00,000",0-2 years,"3 weeks ago


Be an early applicant","['Time Management', 'Teamwork', 'Communication']"
Financial Officer,WeMakeScholars,"Ahmedabad, Chandigarh, Delhi, Udaipur, Hyderabad, Mumbai, Chittoor, Lucknow, Patna, Ranchi, Jalandhar, Jaipur",Starts Immediately,"₹ 3,00,000 - 3,70,000",0-2 years,2 weeks ago,"['Teamwork', 'Communication', 'MS Office']"
Subject Matter Expert (Chemistry),Vaidik EduServices Private Limited,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 weeks ago,"['Communication', 'MS Office', 'Teamwork']"
English Trainer,Lighthouse Communities Foundation,Pune,Starts Immediately,"₹ 3,00,000 - 3,50,000",0-2 years,3 weeks ago,"['Teaching', 'Public Speaking', 'Presentation']"
Digital Marketing Specialist,LTA School Of Beauty Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,3 weeks ago,"['Teamwork', 'Communication', 'Time Management']"
SST/Sanskrit & Astronomy Teacher,Vigyan Pragya Foundation,Vrindavan,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,"3 weeks ago


Be an early applicant","['Communication', 'Time Management', 'Teamwork']"
Product Trainee - IT,UFaber Edutech,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['Communication', 'Teamwork', 'Time Management']"
Sales Operations Executive,AlgoShack Technologies Private Limited,Bangalore,Starts Immediately,"₹ 2,50,000 - 5,00,000",0-5 years,3 weeks ago,"['Teamwork', 'Time Management', 'MS Office']"
Sales And Marketing Executive,Codera Academy,Bangalore,Starts Immediately,"₹ 2,50,000 - 3,00,000",0-2 years,3 weeks ago,"['SEO', 'Google Ads', 'Content Writing']"
Business Development Specialist,UFaber Edutech,Pune,Starts Immediately,"₹ 3,00,000 - 4,00,000",0-2 years,3 weeks ago,"['Negotiation', 'Pitching', 'Excel']"
Subject Matter Expert (Economics),Vaidik EduServices Private Limited,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 weeks ago,"['Teamwork', 'Time Management', 'Communication']"
Senior Business Development Executive,Crabroom LLC,Hyderabad,Starts Immediately,"₹ 8,00,000 - 12,00,000",0-5 years,2 weeks ago,"['Market Research', 'Communication', 'Excel']"
Content Writer,GetWork,Mumbai,Starts Immediately,"₹ 2,20,000 - 3,00,000",0-2 years,3 weeks ago,"['Teamwork', 'Communication', 'MS Office']"
Fashion Designer,Valkyre Clothing,Mumbai,Starts Immediately,"₹ 3,00,000 - 3,50,000",0-2 years,"3 days ago


Be an early applicant","['Trend Analysis', 'Fashion Sketching', 'Creativity']"
Digital Marketing Executive,Altx Convergence Private Limited,Bangalore,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,1 week ago,"['Content Writing', 'Social Media', 'Google Ads']"
Field Sales Executive,Ashwini Ventures,"Bhopal, Ujjain, Indore",Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,"3 weeks ago


Be an early applicant","['Negotiation', 'CRM', 'Salesforce']"
Communications Specialist,Kritical Edge Consulting Private Limited,Delhi,Starts Immediately,"₹ 2,40,000 - 4,20,000",0-2 years,3 weeks ago,"['Communication', 'Time Management', 'MS Office']"
Content Writer For Covering Latest News,Revelin7 Technology Private Limited,Dehradun,Starts Immediately,"₹ 2,00,000",0-2 years,3 weeks ago,"['Communication', 'Time Management', 'MS Office']"
Junior Travel & Tourism Executive,Tour Passion,Delhi,Starts Immediately,"₹ 2,40,000 - 2,50,000",0-2 years,3 weeks ago,"['Time Management', 'Communication', 'MS Office']"
Finance Assistant,Central And Western India Chemicals,"Ahmednagar, Pune, Satara, Nashik, Aurangabad, Sangli, Solapur",Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2 years,3 weeks ago,"['Teamwork', 'MS Office', 'Communication']"
Content Writer,Qrata,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,"3 weeks ago


Be an early applicant","['Communication', 'MS Office', 'Teamwork']"
Video/Content Creator,Grow2Viral,"Noida, Delhi, Gurgaon",Starts Immediately,"₹ 2,50,000 - 2,80,000",0-2 years,3 weeks ago,"['Communication', 'Teamwork', 'Time Management']"
Accounts Executive,"R J Gala & Associates, Chartered Accountants",Mumbai,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,3 weeks ago,"['Communication', 'MS Office', 'Teamwork']"
Social Media Marketing & Lead Generation Executive,Empower You,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,"3 weeks ago


Be an early applicant","['Communication', 'MS Office', 'Teamwork']"
Social Media Marketing Manager,Punpun Services,Delhi,Starts Immediately,"₹ 2,00,000 - 2,01,000",0-2 years,3 weeks ago,"['Communication', 'Time Management', 'Teamwork']"
Junior Social Media Marketing Manager,Malagoesgreen,Delhi,Starts Immediately,"₹ 2,00,000",0-2 years,3 weeks ago,"['Time Management', 'MS Office', 'Teamwork']"
Business Development (Sales) Executive,HealthMobis Innovations,Pimpri-Chinchwad,Starts Immediately,"₹ 5,00,000 - 8,00,000",0-5 years,3 weeks ago,"['Pitching', 'Communication', 'Market Research']"
Subject Matter Expert (Mechanical Engineering),Vaidik EduServices Private Limited,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 weeks ago,"['MS Office', 'Communication', 'Time Management']"
Junior Search Engine Optimization (SEO) Executive,Crezvatic Private Limited,"Mumbai, Thane, Navi Mumbai",Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['Teamwork', 'MS Office', 'Communication']"
Admin Assistant,Kamala Farms,Hyderabad,Starts Immediately,"₹ 2,20,000 - 2,40,000",0-2 years,3 weeks ago,"['MS Office', 'Time Management', 'Teamwork']"
Subject Matter Expert (Statistics),Vaidik EduServices Private Limited,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['Communication', 'Time Management', 'Teamwork']"
WordPress Developer,Matrix International,Kolkata,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 weeks ago,"['MS Office', 'Time Management', 'Teamwork']"
PHP Full Stack Developer,PassionMojo Private Limited,Ahmedabad,Starts Immediately,"₹ 4,00,000 - 10,00,000",0-5 years,2 weeks ago,"['MS Office', 'Teamwork', 'Communication']"
Junior Telecaller,Transinfo Solutions,Kolkata,Starts Immediately,"₹ 2,00,000 - 2,16,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Communication']"
Client Engagement Coordinator,Ansari Corporate Advisors,Noida,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['Communication', 'MS Office', 'Teamwork']"
Associate Creative Designer,Camp Yellow,Bangalore,Starts Immediately,"₹ 3,50,000 - 3,60,000",0-2 years,3 weeks ago,"['Time Management', 'Teamwork', 'MS Office']"
Lead Anchor And Content Head,WonderLab,Gurgaon,Starts Immediately,"₹ 3,60,000 - 4,20,000",0-2 years,3 weeks ago,"['Communication', 'Time Management', 'Teamwork']"
Inside Sales Executive,Altx Convergence Private Limited,Bangalore,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,3 weeks ago,"['MS Excel', 'Lead Generation', 'CRM']"
UI/UX Designer,Nrich Learning,Chandigarh,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['Communication', 'Teamwork', 'Time Management']"
Education Couselor - Kolkata,Jamboree Education Private Limited,Kolkata,Starts Immediately,"₹ 2,00,000 - 5,00,000",0-5 years,3 weeks ago,"['Communication', 'Teamwork', 'MS Office']"
Sales Executive,WeMakeScholars,"Vishakhapatnam, Vishakapuram, Sangareddy, Vijayawada, Vadodara, Warangal, Hyderabad, Kolkata, Siliguri, Surat, Durgapur, Ahmedabad, Asansol",Starts Immediately,"₹ 3,00,000 - 3,70,000",0-2 years,3 weeks ago,"['Negotiation', 'CRM', 'Lead Generation']"
Junior Accountant,Uboard India Limited,Delhi,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2 years,3 weeks ago,"['Teamwork', 'MS Office', 'Time Management']"
Inside Sales Executive,Lifewall Greentech Private Limited,Delhi,Starts Immediately,"₹ 3,00,000 - 3,50,000",0-2 years,3 weeks ago,"['Negotiation', 'MS Excel', 'CRM']"
PHP Developer,PassionMojo Private Limited,"Vashi Navi Mumbai, Mumbai",Starts Immediately,"₹ 3,00,000 - 6,00,000",0-5 years,2 weeks ago,"['Teamwork', 'Time Management', 'MS Office']"
GST & Finance Content Writer,RefineBooks,Work from home,Starts Immediately,"₹ 3,00,000",0-2 years,2 weeks ago,"['Time Management', 'Teamwork', 'MS Office']"
Content Writing Associate,Curious About Sales,Nagpur,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,3 weeks ago,"['Time Management', 'MS Office', 'Teamwork']"
Medical Representative,Social Agni,Work from home,Starts Immediately,"₹ 2,50,000",0-2 years,3 weeks ago,"['Communication', 'Time Management', 'Teamwork']"
Sales Development Executive,5centsCDN Inc.,Work from home,Starts Immediately,"₹ 2,16,000 - 2,64,000",0-2 years,3 weeks ago,"['Time Management', 'Communication', 'MS Office']"
Jr. Digital Marketing Executive,Immersive Radical Digimedia,Bangalore,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['Canva', 'Content Writing', 'SEO']"
Laptop Technical Reparing,Digi Grow Hub Education,"Pune, Pimpri-Chinchwad",Starts Immediately,"₹ 2,00,000",0-2 years,2 weeks ago,"['Teamwork', 'Time Management', 'Communication']"
Field Sales Executive,Arachnomesh Technologies Private Limited,"Ahmedabad, Nagpur, Chandigarh, Mumbai, Howrah, Navi Mumbai, Jaipur, Chennai, Coimbatore, Delhi, Guwahati, Kolkata, Lucknow, Pune, Surat",Starts Immediately,"₹ 2,00,000",0-2 years,3 weeks ago,"['Lead Generation', 'Salesforce', 'Negotiation']"
Graphic Designer,Creatiwise,Work from home,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2 years,1 week ago,"['Communication', 'MS Office', 'Time Management']"
Subject Matter Expert (Accounting),Vaidik EduServices Private Limited,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 weeks ago,"['Teamwork', 'Communication', 'Time Management']"
Subject Matter Expert (Finance),Vaidik EduServices Private Limited,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 weeks ago,"['Teamwork', 'Time Management', 'MS Office']"
IELTS/PTE/Spoken English Trainer,DePioneer Education Overseas,Delhi,Starts Immediately,"₹ 3,00,000 - 3,50,000",0-2 years,1 week ago,"['Teaching', 'Communication', 'Public Speaking']"
Event Host/Emcee: Delhi NCR,Goodera,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 weeks ago,"['Teamwork', 'MS Office', 'Time Management']"
Program Coordinator & Assistant,ASMI Not-For-Profit,Gurgaon,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2 years,2 weeks ago,"['Teamwork', 'MS Office', 'Time Management']"
Purchasing Manager,Gobind Coach Builders,Mohali,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2 years,2 weeks ago,"['Time Management', 'MS Office', 'Teamwork']"
Subject Matter Expert - Chemistry,Solvitude,Work from home,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,2 weeks ago,"['Time Management', 'Teamwork', 'Communication']"
Subject Matter Expert (Advanced Physics),Vaidik EduServices Private Limited,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['Time Management', 'Communication', 'Teamwork']"
Subject Matter Expert (Histopathology),Social Agni,Work from home,Starts Immediately,"₹ 3,00,000",0-2 years,3 weeks ago,"['Time Management', 'MS Office', 'Communication']"
Subject Matter Expert (Haematology),Social Agni,Work from home,Starts Immediately,"₹ 3,00,000",0-2 years,3 weeks ago,"['MS Office', 'Communication', 'Teamwork']"
Associate Visual Designer,Integral Solution,Bangalore,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['Communication', 'Teamwork', 'Time Management']"
Subject Matter Expert (SME)/Teacher - Accountancy,Solvitude,Work from home,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,2 weeks ago,"['MS Office', 'Communication', 'Time Management']"
ERP Support Executive,TechMutant Software Solutions LLP,Ludhiana,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2 years,1 week ago,"['Communication', 'MS Office', 'Teamwork']"
Mathematics Teacher,Zeal Educators,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,Just now,"['MS Office', 'Communication', 'Time Management']"
Assistant Store Manager,Ash Amaira,Hyderabad,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2 years,Just now,"['Communication', 'Teamwork', 'MS Office']"
Field Sales Executive,NextGen Broadband Private Limited,Gurgaon,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2 years,Just now,"['Lead Generation', 'CRM', 'Negotiation']"
Finance Analyst,Arth Venture Partners,Nagpur,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,Just now,"['Teamwork', 'Time Management', 'Communication']"
Telesales Executive,Credify Advisory Services Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,Just now,"['CRM', 'Lead Generation', 'Salesforce']"
US IT Recruiter,Harry Patel,Ahmedabad,Starts Immediately,"₹ 3,60,000",0-2 years,1 week ago,"['Time Management', 'Communication', 'Teamwork']"
React Native Mobile App Developer,Selektial Software Solutions Private Limited,Work from home,Starts Immediately,"₹ 2,00,000",0-2 years,Just now,"['Time Management', 'Teamwork', 'Communication']"
Commissioning Engineer,Preintelli Systems,Lucknow,Starts Immediately,"₹ 2,00,000",0-2 years,Just now,"['MS Office', 'Time Management', 'Teamwork']"
iOS App Developer,Manish Goel,Work from home,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,Just now,"['Time Management', 'Communication', 'Teamwork']"
Telecaller,DMatic Digital Private Limited,Pune,Starts Immediately,"₹ 2,00,000 - 2,00,001",0-2 years,Just now,"['Time Management', 'Communication', 'Teamwork']"
Junior Engineer,Velotech Solutions,Pune,Starts Immediately,"₹ 2,00,000 - 2,00,001",0-2 years,Just now,"['Communication', 'MS Office', 'Time Management']"
Associate Recruiter,Pixonix Software Technology,Bangalore,Starts Immediately,"₹ 3,50,000",0-2 years,Few hours ago,"['MS Office', 'Communication', 'Teamwork']"
Graphic Designer,Pune Parties,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,Few hours ago,"['Time Management', 'MS Office', 'Communication']"
Business Analyst,Genesis Tech Systems Private Limited,Hyderabad,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,Few hours ago,"['Communication', 'Time Management', 'MS Office']"
Education Channel Anchor,Labtech Innovations,Pune,Starts Immediately,"₹ 3,00,000 - 7,00,000",0-5 years,Few hours ago,"['Time Management', 'Communication', 'Teamwork']"
Counselor,GoStudyFree,Work from home,Starts Immediately,"₹ 2,40,000 - 3,50,000",0-2 years,Few hours ago,"['MS Office', 'Teamwork', 'Communication']"
Digital Marketing Executive,AD2Brand Media Private Limited,Pimpri-Chinchwad,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2 years,Few hours ago,"['Google Ads', 'Social Media', 'Content Writing']"
Project Manager,Market Xcel Data Matrix Private Limited,Delhi,Starts Immediately,"₹ 3,00,000",0-2 years,Few hours ago,"['Time Management', 'Teamwork', 'MS Office']"
Coding Teacher,WhizJuniors,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,Few hours ago,"['Communication', 'MS Office', 'Time Management']"
Pre-sales Executive,Greychain Technology,Delhi,Starts Immediately,"₹ 5,00,000 - 7,00,000",0-5 years,Few hours ago,"['Salesforce', 'CRM', 'Negotiation']"
Human Resource Recruiter,Venture Quest,Dehradun,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,Few hours ago,"['MS Office', 'Teamwork', 'Communication']"
